request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_245,32498.79,affordable_later,wait,2025-12-15:128500,2025-12-15,none,"Recommendation: wait, affordable later. Safe amount ₹32,498.79; minimum balance ₹94,600. Plan to allocate ₹128,500 by 2025-12-15, with completion deadline 2026-01-15."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Recommendation: installments; Safe amount 64,086; divide into three payments of 22,216.48 on 2026-04-03, 2026-05-03, and 2026-06-02, completing by 2026-06-02 while maintaining minimum reserve 39,300."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Pay 1059.30 now (safe amount); post-payment balance will be 1759.90, still above the 1300.00 minimum reserve, with a completion deadline of 2024-11-08."
request_248,866.22,not_affordable,not_recommended,none,,none,"Not recommended. The requested 1965.60 exceeds your safe amount of 866.22 and would leave 841.76, below your 1,300 minimum balance, by the 2025-04-28 deadline."
request_249,157.29,affordable_later,wait,2026-02-15:643.20,2026-02-15,none,"Wait: only about $157.29 is safely spendable today while preserving the $600 MinKeep. Plan to complete $643.20 on 2026-02-15, meeting the 2026-03-15 deadline."
request_250,16453.69,not_affordable,not_recommended,none,,none,"Not affordable: your safe withdrawal is ZAR 16,453.69 versus the ZAR 124,278 requested; with a minimum balance reserve of ZAR 35,300, funding by the 2025-01-18 deadline is not feasible."
request_251,1513.6,not_affordable,not_recommended,none,,none,"Not affordable: Safe amount is 1513.6 EUR and you must keep a 1300 EUR minimum balance; with a 2025-06-06 deadline, funding this would erode your cushion."
request_252,4892685.52,affordable_later,wait,2026-08-15:28082000,2026-08-15,none,"Wait. With 25,250,700 IDR balance and 15,152,200 IDR min reserve, safe spend is 4,892,685.52 IDR; funding 28,082,000 by 2026-09-15 isn’t affordable, but the plan targets 28,082,000 by 2026-08-15."
request_253,1635.69,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-04-15,none,"Installment plan approved: 984.60 EUR on 2024-03-21, 2024-04-21, and 2024-05-22 (total 2,953.80 EUR) to cover the 2,840.20 EUR request; safe amount 1,635.69 EUR, minimum reserve 2,300 EUR, completion by 2024-06-01."
request_254,676.95,affordable_later,wait,2025-09-15:3535.20,2025-09-15,none,"Wait to fund the request: safe amount is 676.95 against a 2500 minimum reserve; plan to complete 3535.20 by 2025-09-15, well before the 2025-10-15 deadline; no spending changes needed."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Full payment of 3,345,000 IDR is affordable now, given a 38,518,150 IDR balance and 9,813,900 IDR minimum reserve. Plan executes 2026-04-06; deadline 2026-06-15."
request_256,160701.97,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-06-15,none,"Recommendation: installments; three payments of ₹75,816 on 10 Jun, 11 Jul, 11 Aug complete by 19 Aug; safe amount ₹160,701.97 and ending balance ≈ ₹167,535, just under MinKeep ₹168,600."
request_257,606.16,affordable_later,wait,2025-11-15:1352.40,2025-11-15,none,"Recommendation: wait; with 2,685.20 balance and a 1,600.00 minimum reserve, only 606.16 is safely withdrawable, so 1,352.40 now would breach the reserve, plan for 1,352.40 on 2025-11-15 with deadline 2026-01-15."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Full payment of 1113.60 is affordable now (2603.68 → 1490.08), remaining above the 500 MinKeep. Deadline 2026-01-22; plan executes 2026-01-07."
request_259,185.15,affordable_later,wait,2024-11-15:935,2024-11-15,none,"Wait until 2024-11-15 to complete the 935 payment; paying now would drop balance to 334.30, below the 600 MinKeep. Safe amount today is 185.15 (balance 1269.30)."
request_260,9767692.13,affordable_with_plan,partial_payment,2025-02-06:9767692.13|2025-04-15:42311307.87,2025-04-15,reduce_to:event_23895:478040,"Partial payment plan: 9,767,692.13 IDR on 2025-02-06 and 42,311,307.87 IDR by 2025-04-15; stays within safe amount, preserves 20,727,700 IDR minimum reserve, deadline 2025-04-18."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Full payment of 1,830.40 now is affordable; Safe Amount 1,830.40, leaving 2,888.56 after payment, above MinKeep 1,500, deadline 2026-09-19, no changes needed."
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Pay the safe amount of 9,236,000 IDR in full today; it's affordable now from your 88,406,100 IDR balance while preserving the 31,018,500 IDR minimum reserve. Deadline: 2025-01-24."
request_263,7216.07,not_affordable,not_recommended,none,,none,"Not recommended: only 7,216.07 ZAR is safely withdrawable while preserving a 24,100.0 ZAR reserve; the 51,546.0 ZAR request cannot be funded by the 2025-06-15 deadline."
request_264,21587.69,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"Recommendation: wait; only 21,587.69 INR is safely fundable now without dipping below the 59,500 INR reserve, with a 2026-06-15 deadline to complete the 111,300 plan."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"Full payment of 45,970 INR is advised today; balance 786,105 INR with a 189,700 INR minimum reserve, deadline 21-Mar-2024."
request_266,772.31,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-15,none,"Plan approved: three installments totaling 972.39 EUR (324.13 on 2025-08-03, 2025-08-31, 2025-09-28) are affordable given a 2,354.92 EUR balance, 900 EUR min keep, and 772.31 EUR safe amount; completion by 2025-09-28, before 2025-10-03."
request_267,1789.58,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-15,none,"Installment plan approved: three payments of 667.33 EUR on 2026-01-08, 2026-02-07, and 2026-03-09 totaling 2001.99 EUR; safe amount 1789.58 EUR with 1500 EUR minimum reserve; completion by 2026-03-17."
request_268,1081.19,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Proceed with three installments of 841.22 on 2024-06-14, 2024-07-15, and 2024-08-15 (total 2,523.66); safe amount 1,081.19 and MinKeep 1,400 ensure deadline completion by 2024-08-15."
request_269,13407.72,affordable_later,wait,2025-11-15:15490,2025-11-15,none,"Wait: safe amount 13,407.72 vs a planned 15,490 on 2025-11-15; with MinKeep 23,100 and a 2026-01-02 deadline, your 45,307.90 balance can support the later funding."
request_270,104.4,not_affordable,not_recommended,none,,none,"Not recommended: with a current balance of $1,935.40 and a $1,400 minimum reserve, only $104.40 is safely spendable; the $3,028.80 request cannot be completed by the 2026-08-30 deadline."
request_271,26447.22,affordable_later,wait,2024-10-15:91300,2024-10-15,none,"Wait, only 26,447.22 is safely usable now while preserving the 58,200 MinKeep, since the 91,300 plan by 2024-10-15 would dip below reserve and risk completion by 2024-11-15."
request_272,5651712.73,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"Recommend installments: 13,585,000 IDR split into three payments of 4,709,466.67 IDR on 2025-02-12, 2025-03-12, 2025-04-09; safe amount 5,651,712.73 IDR leaves min balance 7,508,600 IDR; deadline 2025-04-10; plan completes 2025-04-09."
request_273,10756514.78,affordable_with_plan,partial_payment,2026-04-07:10756514.78|2026-04-15:5104485.22,2026-04-15,none,"Partial payment approved: pay 10,756,514.78 on 2026-04-07 and 5,104,485.22 by 2026-04-15, totaling 15,861,000; Safe Amount 10,756,514.78, MinKeep 18,774,600, deadline 2026-06-15."
request_274,2346.84,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,"Installment plan of three payments of 940.75 (total 2,822.25) on 2024-12-04, 2025-01-04, 2025-02-04; remaining balance ~2,025.06 stays above MinKeep 1,800 and within safe amount 2,346.84, deadline 2025-02-11."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Affordability confirmed: safe amount IDR 15,884,000 equals the requested amount; current balance IDR 37,206,450 with minimum reserve IDR 12,760,100. Completion deadline: 2025-07-22; plan dated 2025-05-06; no spending changes."
